day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
8,1022.6,15.9,11.3,10.8,7.7,81,78,2.2,20,29.6,0
9,1019.5,14.3,13.7,11.6,11.2,92,100,0,20,28.2,1
10,1022.5,14.4,12.4,10.8,12.6,59,87,0.1,70,25.9,1
11,1025.6,16.7,12.9,9.6,11.3,75,84,1.3,60,30.2,1
12,1021.3,15.5,12.9,10.3,10,77,96,0,40,24.4,1
13,1024.3,17.4,13.6,11.8,8.6,72,100,0,10,39.3,0
14,1019,17.8,16.1,14.8,15.7,98,100,0,50,28.6,1
15,1022.2,16.5,13.1,11.5,9.7,52,60,5.3,40,13.6,0
16,1021.2,15.3,12.6,11.6,10.9,91,80,2.2,40,19.8,1
17,1026.4,19.2,14.6,12.6,11.4,72,19,10.2,20,16.5,0
18,1023.2,17.6,13.7,9.4,11,79,88,0,20,20.4,1
19,1034.6,11.2,10.4,7,3.4,77,95,0,40,16,1
20,1025.3,12.9,8.3,7.5,4.4,47,23,8.8,10,31.8,0
21,1020.6,18.6,17.3,15.8,13,92,92,0,20,23.7,1
22,1016.7,17.4,16.6,15.5,13.3,90,92,0,40,22.1,1
23,1027.4,21.6,18.8,16.3,17.3,65,46,7.1,60,12.8,0
24,1015,21.6,20.4,20.4,17.4,95,88,0.5,70,20.8,1
25,1014.8,22.3,21.2,20.9,19.5,91,86,0.7,50,19.8,1
26,1012.7,23.1,21.7,19.8,20.6,92,93,0,190,19.2,1
27,1019.8,24.7,22.2,20.6,20.8,89,86,1.6,110,15.3,1
28,1019.8,24.3,22.5,20.1,15.3,65,49,6.7,60,27.6,0
29,1017.8,24.9,20.9,19.6,18.9,82,83,2.2,50,17.5,0
30,1014.9,21.3,20.5,20.1,19.3,90,93,0,70,40.4,1
31,1014.8,21.4,19.3,17.1,17.2,91,80,0.6,20,23.5,1
32,1017.8,23.1,22.4,20.8,20.6,79,81,0,50,29.8,1
33,1022.6,19.6,16.6,14.7,8.3,79,95,0.2,80,28.8,1
34,1013.7,22.3,23,21,20.4,91,84,0,80,37,1
35,1024.1,20.5,17.4,15.4,2.3,77,43,10.2,40,15.1,0
36,1013,21.3,19.9,17.2,19.6,90,84,0.2,70,25.9,1
37,1017.3,24.9,21.6,20,18,85,88,0.4,40,40.4,1
38,1013,24.5,22.8,20.9,20.3,86,92,0,70,15.7,1
39,1015.3,21.9,20.2,19.4,17.8,78,83,0,40,20,0
40,1013.3,21.4,20.8,19.2,18.8,88,88,0.3,40,13.6,1
41,1020.8,19.6,17.3,15.7,10.5,87,88,2.4,30,40.8,1
42,1020.6,20.6,18.7,16.4,12.9,70,88,2.5,20,23.7,1
43,1021.2,24.7,18.9,15.6,9.6,77,46,8.5,20,41.3,0
44,1022.5,18.6,14.8,12.7,8,79,94,0,20,23.4,1
45,1016.9,15.9,13.4,11.6,11.2,85,89,0,210,38.3,1
46,1022.5,19.9,18.2,17.2,14.8,78,84,0,30,42,1
47,1019.9,21.5,19.1,18.2,18.6,81,81,1.1,50,7.9,1
48,1013.7,20.4,18.4,17.2,18,92,95,0,40,14.2,1
49,1015.4,20.9,18.6,16.8,16.8,81,85,2.2,70,11.7,1
50,1018.7,23.3,20.2,19.2,19.4,78,89,3.6,90,16.7,0
51,1017.1,15.2,13.6,11.7,10,90,100,0,50,27.4,1
52,1017.6,18.9,17.1,15.6,13.3,95,96,0,50,24.2,1
53,1016,21.2,19.9,17.1,16.3,93,96,0,50,28.9,1
54,1017.8,17.4,16.6,14.8,15.5,95,100,0,50,23.3,1
55,1017.1,16.6,16.5,15.9,15.9,95,96,0,40,20.5,1
56,1016.8,16.6,15.3,14.9,13.7,97,96,0,50,34.8,1
57,1012.2,20.4,18.6,17.1,16.6,84,83,0.4,100,15.8,1
58,1012,25.2,22.2,18.4,17.8,81,83,0.7,30,23.7,1
59,1014.6,16.8,15.5,14.6,15.5,97,100,0,40,20.9,1
60,1018.1,25.9,21.5,19.8,19.6,79,51,7.9,50,8.3,0
61,1014.6,25.4,21.6,19.4,17.2,81,81,4.7,80,20.2,1
62,1019.2,17.3,16.6,15.3,15.1,95,95,0.1,50,21.6,1
63,1019.7,16.5,15,12.9,15.5,98,100,0,80,40.8,1
64,1017.3,25.1,21.6,19.8,19.6,80,91,0,80,41.4,1
65,1014.8,16.7,15.5,14.4,12.2,93,100,0,70,30.2,1
66,1021.2,20.8,18.4,15.3,9.8,61,19,10.6,40,14.8,0
67,1015.2,20.9,19.3,17.2,16.8,86,80,2.4,50,22.5,1
68,1017.1,15.3,13.7,11.5,12.1,96,99,0,40,22,1
69,1022.5,18.7,16.6,14.4,12.1,74,40,9.1,40,16.4,0
70,1021.4,21.6,20.8,19.1,19.8,93,92,0,40,4.5,1
71,1020.6,20.3,18.9,17.6,15.9,74,49,9.5,40,9.2,0
72,1014.6,23.8,21.5,19.2,18.9,86,87,0.4,40,8.3,0
73,1016,25.3,22.9,20.4,18.7,75,51,9.5,70,41.4,0
74,1012.5,26.1,23.1,20.1,21.4,91,88,1,50,12.4,1
75,1017.5,20.6,19.5,18.6,18.6,87,75,3.9,30,20,0
76,1013,26.8,23.1,21.5,19.4,87,83,0.5,40,7.9,1
77,1013,25.8,23.5,21.6,20.6,82,81,0.2,80,16.7,1
78,1017.8,26.9,23.3,23,22,98,88,0.3,120,19.8,1
79,1013.4,27.8,24.4,23.1,22.1,87,88,1.6,40,13,1
80,1011.4,25.9,22.4,19.7,17.8,89,85,0.6,100,22.3,1
81,1011.1,24.9,22.3,20.4,18,91,86,0.1,40,18.6,1
82,1010.4,21.2,20.9,19.9,19.7,86,88,0.2,70,22.3,1
83,1006.5,21.3,18.4,16.1,14.3,86,81,2.9,60,29.8,1
84,1016.2,26.8,24.1,23.6,22.8,89,89,2.5,70,29.8,1
85,1014.4,26.7,25.4,24.4,23,82,20,10,70,13,0
86,1008.9,20.1,19.6,17.4,19.8,95,87,0.6,70,16.1,1
87,1011.5,21.7,18.9,16.3,19.4,83,88,0.3,80,28.4,1
88,1014.6,27.7,25.5,24,22.4,94,85,3.4,80,20.2,1
89,1011.2,25.9,23.1,20.6,20.9,86,82,1,70,34,1
90,1013.9,24.6,23.1,22.3,20.9,93,85,0.1,40,20,1
91,1012.5,28.4,25.5,23.1,22.9,93,88,0.4,30,21.6,1
92,1011.4,25.3,23.1,22.3,19.6,90,83,0.1,80,21.5,1
93,1013.2,27.8,25.7,23.2,23.4,90,88,1.2,190,20.4,1
94,1013,27.6,25.9,23.7,22.2,87,88,0.2,40,14.5,1
95,1012.5,23.1,22.2,20.4,19.9,91,88,0,40,24.4,1
96,1008.7,28.3,25.8,24.8,24.5,89,89,1.1,80,14.8,1
97,1012.4,28.9,25.5,24.1,23.2,96,88,1.6,80,25.1,1
98,1008.4,29,26.5,25.1,24.1,91,85,0.2,80,14.8,1
99,1016.5,28.8,26.5,24.5,23.1,79,83,2.6,230,20.4,1
100,1017.4,28.7,25.8,24.8,23.9,81,80,1.2,70,20,1
101,1012.5,28.7,25.8,24,22,76,81,3.9,80,12.8,1
102,1014.7,26.8,24.4,23.8,22.3,91,77,1.1,30,21.9,1
103,1012.4,26.2,25.5,24,21.4,82,85,2.2,80,33,1
104,1014.4,25.6,21.4,20.5,19,80,88,3.3,80,28.8,1
105,1008.4,29.1,27.1,25,25.1,92,88,0.6,230,13,1
106,1008.3,30.8,27.9,26.4,25.2,93,88,0.7,130,21.6,1
107,1009.5,29.6,27.9,25.3,24.7,83,88,3.5,180,16.9,1
108,1008.6,31.2,28.2,26.3,24.2,80,83,2.1,80,28.7,1
109,1008.4,29.1,26.9,25,25.3,85,82,2.2,40,9.5,1
110,1008.1,31,28.4,26.3,25,85,88,0.3,220,15.3,1
111,1011.7,29.9,26.2,25.3,21.3,88,81,6.8,260,15.9,1
112,1008.8,28.2,25.2,24.7,22.4,83,79,3.3,80,13.9,1
113,1008.3,28.4,26.6,25.4,24.7,84,88,1,190,15.4,1
114,1012.4,30.4,26.1,24.4,22.1,81,88,2.5,50,14.3,1
115,1012.2,26.5,24.9,21.1,19.5,79,79,6.6,90,18.2,1
116,1013.3,29.4,25.8,23.1,22.9,86,88,0.3,20,10.2,1
117,1012,26.5,24.4,23.3,22.2,90,88,0.6,80,37.5,1
118,1011.6,26.7,24.8,23.3,22.5,89,86,1.9,50,37.7,1
119,1012,27.8,25.5,23.9,23.2,89,85,4.6,70,25.1,1
120,1007.8,30.1,27.6,26.8,25,82,79,6.9,220,25.1,1
121,1012.4,26.4,24.9,24.5,22.5,93,88,0.6,230,28.4,1
122,1012.7,27.6,25.3,23.2,21.9,92,88,0.2,90,15.9,1
123,1007.9,29.6,26.8,25.8,24.8,86,88,0.2,220,34.3,1
124,1013.3,26.5,24.9,24,21.2,94,88,1,40,28.6,1
125,1011,31,28.2,26.1,23.8,93,74,2,25,28.4,1
126,1011.4,26.4,24.8,23.3,21.9,90,88,0.1,80,16.7,1
127,1008.6,28.2,25.4,24,22,87,82,3.8,90,22,1
128,1013,29.2,26.1,24.8,25.6,84,83,2.4,220,26.8,1
129,1007.1,30.4,27.8,24.1,25.7,87,88,0.9,230,13.2,1
130,1008.9,27.6,26.9,24.3,25.8,85,87,0.3,80,12.1,1
131,1008.9,29.7,27.8,26.9,25.9,87,81,1.6,190,9.8,1
132,1012.3,32.6,26.3,23.9,24.7,90,88,1,80,25.9,1
133,1007.9,31,29.1,26.6,25,78,88,6.8,220,22,1
134,1011.6,31.6,28.4,26.4,26.4,78,69,7.4,220,8.3,0
135,1006.5,33.3,29,27.8,26,79,72,8.5,230,30.2,1
136,1008.2,33.3,30.2,28.7,25.4,82,59,9.8,230,15.2,1
137,1007.8,32.9,29,27.8,26.4,81,78,8.8,220,17.2,1
138,1007.5,30.9,28.1,27.3,26.3,85,88,0.4,170,18,1
139,1008.8,31.9,28.6,26.4,25.2,89,88,0.7,220,24.2,1
140,1008.4,33.5,26.7,24.8,23.2,70,49,11.5,70,12.8,0
141,1006.1,32.7,29.4,27.6,26.7,88,84,2.3,230,31.9,1
142,1009.3,29,26.7,24.7,22.3,72,40,8.8,10,6.9,0
143,1008.9,32.3,30.3,27.1,25.4,78,54,10.4,220,23.2,0
144,1008.6,33,30.1,28.4,24.1,78,46,11.5,170,20.5,0
145,1004.8,31.1,28.6,26.9,25.8,89,88,0.3,230,30.5,1
146,1008.4,33.1,30.1,27,24.4,78,29,10.5,200,23.9,0
147,1004.2,31.8,28.2,26.1,24.8,84,74,6.7,220,11.2,1
148,1008.9,29.6,27.2,25.8,25.4,70,78,4.1,250,9.1,1
149,1009.9,30.8,28.2,24.5,26.7,86,88,1.5,220,17.2,1
150,1009.8,32.1,29,28.7,25.4,79,70,8.7,230,43.8,0
151,1008.6,34,30.3,27.8,24.3,74,25,10.5,250,9.1,0
152,1008.4,33,30.6,28.2,25.6,81,60,7.8,10,43.8,1
153,1009.8,32,29.8,28.5,25.3,76,20,10.2,220,35.3,0
154,1007.8,34,30.1,28.1,25.9,78,55,10.2,200,9.1,1
155,1008.5,32,30.2,28.1,26.3,75,40,9,270,16.2,0
156,1006.3,28.4,27.9,26.2,25.4,90,83,0,230,20,1
157,1009.6,31.9,30.2,28.7,25,93,80,0.4,190,39.7,1
158,1006.5,33.8,30,27.4,23.1,80,49,11.2,20,26.1,0
159,1009.8,30,27.9,26.4,26.7,87,83,2.6,220,38,1
160,1005.7,33,30,28.4,25.9,80,88,1,220,12.8,1
161,1005.1,33.3,30.5,28,26,86,84,4.6,220,21.9,1
162,1008.1,33.3,30.6,27.8,24.8,78,68,9.6,220,11,1
163,1006.8,35.4,31,27,26.4,78,53,7.8,230,14.3,1
164,1007.9,33.2,30.8,28.1,24.8,79,60,9.7,80,22.6,0
165,1007.9,35.3,31,28,26,72,28,10.1,220,24.9,0
166,1008.1,32.2,29.1,26.1,26.1,80,72,7.8,230,18.4,1
167,1008.5,32.3,29.6,27.4,25,76,74,6.6,220,20,1
168,1008.3,32.4,29.9,28,24.7,75,48,10,240,11.3,0
169,1005.4,30.6,27.5,26.4,25.9,89,88,2.3,240,15.2,1
170,1003.2,32.4,29.4,27.6,26.2,79,84,6.2,230,9.6,1
171,1008,32.9,30.1,29,25.9,74,30,8.6,240,22.5,1
172,1000.2,33.6,30.5,28.2,26.3,78,61,9,80,13.6,0
173,1008.1,31,28.6,27.8,26.2,92,86,0.3,160,12.5,1
174,1008.1,33.8,30.6,27.2,25.2,84,85,2,190,12.8,1
175,1008.9,32.3,29,27,26,86,88,1,230,19.7,1
176,1008.6,32.2,29,26.4,25.3,82,79,1.4,220,13.3,1
177,1008.1,30.6,28.2,24.8,25.8,89,85,0.3,190,17.3,1
178,1008.9,31.6,29.1,27.2,25.2,88,88,0.3,220,15.8,1
179,1009.9,33,30.4,29,26,82,67,7.7,230,30.2,1
180,1007.2,30.9,28.9,26.4,25.9,85,85,1,220,11.8,1
181,1009.5,30.9,28,26.1,25.7,86,84,1.7,250,11.8,1
182,1008.5,33.3,30.2,26.8,25.1,77,72,10.4,220,14.8,1
183,1008.1,33.3,30,28.4,26,79,84,3.5,220,27.3,1
184,1007.8,31.2,29.4,28.2,25.8,84,87,0.3,240,14.2,1
185,1008,32,29.7,28.4,24.9,72,70,9.1,230,12.5,1
186,1010.3,33.2,29,26.5,24.8,77,55,10,270,14.6,1
187,1008.6,31.3,29,27,25.4,84,83,3.2,230,8.9,1
188,1007.8,32.4,30,27.9,26.3,75,67,10.1,220,14.5,1
189,1008.5,32.8,29.2,26.4,25.4,84,83,8.1,230,15.4,0
190,1005.9,34,30.6,28.4,25.8,78,73,10.7,210,12.7,0
191,1009.1,32.9,30.1,28.1,25.7,79,72,6,200,9.5,1
192,1007.7,31.8,28.2,26.6,24.8,81,88,1.3,50,12.8,1
193,1008.2,33.3,30.6,27.6,25.3,77,79,10.2,230,20,0
194,1008.5,33.7,30.2,28.7,24.6,72,44,6,230,13.9,0
195,1008.1,33.4,30.8,28,25.3,74,29,9.1,240,14.2,0
196,1008.9,32.8,30.1,28.9,24.3,78,21,11.1,210,11.1,0
197,1009.3,33.2,30.4,28.4,24.3,75,53,10,220,10.3,0
198,1006.9,32.6,30.2,28,24.4,82,62,11.1,220,16.9,0
199,1008.9,32.3,29.1,27,24.1,78,57,10.3,220,16.2,1
200,1009.2,33.4,30.1,27.9,25.2,71,35,11.2,110,12,0
201,1007.8,36,30,28.1,25.9,79,78,10.6,200,12,1
202,1011,31.2,28.8,26.8,25,75,53,8.3,220,6.9,0
203,1008.4,33,29.1,25.3,24.8,74,47,10.1,20,12.6,1
204,1009.1,32.8,30,29.2,24.6,74,53,8.2,290,25.1,0
205,1008.8,31.3,29.2,26.4,24.3,67,46,8.1,230,18.1,1
206,1008.9,30.8,27.3,26.3,25.8,85,83,1.6,220,6.1,1
207,1009.5,32,29.1,26.4,25.1,70,43,10.3,180,13,1
208,1005.3,35.8,31.1,26.7,26,77,49,9.5,220,21.5,0
209,1008.9,33.2,29.1,26.6,24.1,71,46,6.4,230,9.5,1
210,1008.9,33.2,29.6,27.8,26.1,81,78,3.1,190,6.1,1
211,1009.8,31.7,29.8,26.8,24.3,84,67,3,120,10.2,1
212,1008.6,31.9,28.7,26.3,25.9,86,88,1.2,230,21.6,1
213,1005.6,31.7,29.8,26.8,26,80,80,0.9,130,24.8,1
214,1008.5,29,27.8,26,25.8,89,88,0.9,70,17.5,1
215,1007.5,33.4,30.7,27.3,26.1,79,83,2.8,220,23.9,1
216,1005.9,30.7,27.9,26.6,24.3,84,78,7.6,220,14.8,1
217,1003.5,30.6,27.9,26.2,23.6,82,84,1.5,80,12,1
218,1005.9,30.6,28,26.3,23.3,77,47,8.8,130,10.2,1
219,1005.8,31.2,28,25.4,24.1,76,53,9.5,10,12.9,1
220,1000.2,33.1,30.4,27.3,25.9,77,43,9.3,60,10.2,0
221,1007.5,33.1,29.8,27.4,26,79,77,2.3,190,9.5,0
222,1007.8,28.1,26.7,25,24.2,84,67,6.5,270,15.3,1
223,1008.1,33.2,30,28.1,25.9,78,69,8.7,220,11.1,0
224,1008.4,32.3,29,27.8,25.8,82,67,7.7,110,14.5,1
225,1008.9,32.8,30.6,27.3,24.5,81,88,6.8,220,7.9,1
226,1011.7,31,28.4,26.6,26,76,69,5.3,250,12.8,1
227,1012.5,33,30.2,28.4,24.2,75,44,9.1,20,9.1,0
228,1010.7,30.4,27.4,25.3,25.3,87,88,0.1,130,17.5,1
229,1011.5,29.1,26.8,24.8,23.2,81,88,1.1,100,15.3,1
230,1011.1,33.1,29.8,28.2,25.3,84,47,7.6,240,18.6,1
231,1008.1,34,30.4,28,25.5,82,80,4.3,220,28.5,1
232,1011.4,31.7,28.9,25.2,23.1,74,32,9.1,10,11.9,0
233,1010.5,28.3,26.1,25.9,23.5,86,88,1.6,60,22.4,1
234,1007.8,33.1,30,28.3,25.9,81,70,7.2,220,24.5,1
235,1008.5,28.5,26.5,24.5,24.6,91,85,5.7,190,8.9,1
236,1008,30.4,26.2,24.8,22,84,30,7.7,220,12.1,0
237,1006.7,31,28.1,26.5,25,80,88,0.6,230,40,1
238,1007,29.1,27.9,26.5,25.9,87,67,6.3,80,37.5,1
239,1010.9,30.8,26.5,24.8,21.5,79,49,6.4,200,22.5,0
240,1013.3,30.8,27,25.3,21.4,73,49,9.5,80,22.9,0
241,1009.6,32,29.4,27,25.8,72,46,11,200,27.3,0
242,1010.5,29.8,26.1,24.7,23.4,76,86,1.4,220,24.4,1
243,1008.3,27.7,26.8,25.5,25.3,87,85,0.3,180,9.9,1
244,1010.5,29.4,26.5,24.8,23.2,86,84,2.5,90,9.2,1
245,1010.8,31.2,28,26.8,23.8,78,46,8.1,80,16.6,0
246,1010.5,29.8,27.9,26.3,23.9,84,56,6.9,220,9.5,0
247,1011.5,32.2,28.3,26.3,23.2,72,28,4.9,80,16.9,0
248,1005.7,31.2,29.1,27,25.1,84,77,3.9,220,26.3,1
249,1008.4,30.2,28.1,26.9,26.3,82,88,1.2,70,28.5,1
250,1009.8,31.1,28,26.5,25.8,79,81,3.2,220,40.4,1
251,1005.7,32.8,29.1,27.9,26.1,79,30,7.2,230,38,0
252,1014.5,30.1,28.2,26.6,20.4,79,46,10.3,70,31.8,0
253,1008.9,32.8,29.8,27.3,24.3,82,62,2.5,230,16.5,0
254,1006.1,32.4,29.4,26.6,24.9,81,78,7.8,230,27.1,1
255,1005.5,31.5,29.8,26.8,25.8,75,38,11,70,13.1,1
256,1011.6,30.8,27.6,25.9,23.2,81,81,3.8,40,44.7,0
257,1013.9,32,28.1,26.2,25.3,87,89,2.2,200,25,1
258,1006.8,31.3,29.7,28.1,26.1,93,93,0.5,110,39.5,1
259,1005.9,29.2,27.3,24.5,25,93,94,0,220,28,1
260,1010.3,28.7,26.2,25.6,21.6,89,93,0.6,80,12.1,0
261,1011.4,30.7,27.4,24.5,22,82,60,8.3,280,12.7,0
262,1006.3,28.5,26.3,25.2,25.4,85,84,0.6,290,38.3,1
263,1012.5,31.3,28.3,25.8,19.9,61,47,7.9,50,8.7,0
264,1015.7,29,26.9,24.8,20,76,49,10.8,60,14.3,0
265,1015.5,30.6,28.5,26.4,25.4,77,62,8.9,130,30,1
266,1013.7,25.2,24.9,23.6,23.5,97,88,1.2,100,41.4,1
267,1016.3,26.4,25.9,24.7,21.9,94,95,0.2,70,26.4,1
268,1013.2,29.8,25.1,23.1,20.6,74,20,8.6,70,20.5,0
269,1014.6,26.3,24.8,23.4,19.9,76,20,10.1,70,26.5,1
270,1012.9,30.8,26.1,23.2,20.6,74,44,9.3,80,17.2,0
271,1013,27.3,25.4,23.2,19.6,77,51,9.8,60,16.4,0
272,1010.9,25.5,23.8,21.6,20.2,81,61,5.9,40,21.9,1
273,1018.2,30.6,24.2,20.6,18.7,70,53,8,70,36,0
274,1010.3,24.9,20.7,19.1,19.9,70,86,3.4,20,40,1
275,1016.3,30.2,27.5,25.4,24,85,88,0.3,20,10.9,1
276,1017.8,26.6,25.4,24.8,22.3,79,82,2.4,80,27.9,1
277,1016.7,26.9,24.8,23.5,22.4,83,81,0.3,80,22.2,1
278,1014.9,26.9,25.4,24.8,21.6,79,77,5.9,160,22.2,1
279,1015,28.8,25.8,23.9,20.9,82,75,5.3,120,12.8,1
280,1017,26.9,24.7,23.3,20.6,82,88,1.5,70,15.7,1
281,1012.4,25.6,22.3,20.3,19.4,70,60,8.8,70,20.8,1
282,1011.4,24.7,22.3,20.1,18.8,77,51,3.4,20,24.9,0
283,1017.6,26.4,24.5,23.4,22.9,81,81,1.4,80,37,1
284,1010.3,26.6,24.1,23.3,19.9,80,58,5.7,30,23.7,0
285,1020.8,28.4,25.8,23.3,19.5,75,72,7.7,90,14.1,0
286,1012.4,25,23.1,20.6,21.4,81,76,7.7,70,27.4,1
287,1016.2,28,25.9,24,22.3,83,77,7.7,80,30.3,0
288,1010.5,26.1,25.8,24.5,20.6,79,67,8.5,50,13,0
289,1016.6,26.2,26.8,23.2,20.4,79,69,5,40,22.4,1
290,1013.4,29.1,23.5,21,19.9,82,74,6.4,30,25.1,1
291,1019.4,28.1,25.9,24.5,20.9,85,58,7.8,70,21.6,1
292,1017.8,30,26.8,25.5,23.6,84,67,6.7,100,11.1,1
293,1012.6,28.5,26.5,23.1,21.3,84,72,6.6,30,25,1
294,1017.8,25.9,24.7,22.2,21.8,85,88,2.7,50,39.5,1
295,1015.2,29.5,26.7,24.1,22.1,76,48,7.8,60,15.1,1
296,1017.4,26.3,23.1,21.5,20.6,85,81,0.4,70,28.2,1
297,1019,26.1,23.1,21.1,17.1,87,87,0.7,50,28.6,1
298,1017.7,26.6,25.8,24.1,21.4,89,88,1.2,80,23.3,1
299,1015,28.4,25.4,23.7,20.6,90,81,2,70,15.3,1
300,1017.6,26.8,24.8,21.4,22.3,88,88,0.5,70,23.9,1
301,1018.1,25.9,24.7,23.3,21.4,86,80,3.9,70,16.5,0
302,1017.8,26.6,24.8,23.3,22.5,86,84,1,70,15.3,0
303,1015.5,29.5,26.2,24.8,23.3,84,88,3.6,70,9,1
304,1018.9,28.9,25.4,24.3,22.6,90,78,4.5,80,15.3,1
305,1019.7,25.9,24.9,22.7,22,89,84,1.1,80,26.1,1
306,1014.5,27.2,25.3,24,21.4,82,66,6.3,80,29.6,1
307,1017.6,27.6,25.4,24,23,89,86,2.3,80,17.2,1
308,1014.6,26.9,25.4,24.8,21.4,82,85,1.2,50,16.9,1
309,1016.4,26.6,24.4,22.1,17.6,76,78,5.8,70,8.3,1
310,1020.6,25.2,21.3,19.2,17.8,75,59,5.1,20,20,0
311,1021.6,25.3,22,22.6,19.4,83,84,0.5,60,11.9,1
312,1016.2,21.3,19.3,18.9,18.6,79,85,0,40,28.7,1
313,1021.1,21.1,19.9,18.7,16.4,75,88,0.9,40,16.2,1
314,1017.5,21.1,20.9,19.2,18.8,91,88,0,50,31.8,1
315,1016.4,21.9,18.6,18.8,15.4,76,88,8.6,70,26.8,1
316,1018.2,24.9,21.1,20.4,17.9,87,84,4.4,40,27,1
317,1016.5,22.8,19.1,18.5,17.6,91,88,0.2,40,9.8,1
318,1017.5,21.9,19.2,17.7,17.2,93,93,0.4,70,21.9,1
319,1019,22.9,20.8,18.4,16,75,43,9.3,20,26.8,0
320,1020,19.3,18.1,17.1,16.9,88,80,3.3,60,24,1
321,1020.3,21.3,19.9,17.2,15.5,75,66,3.3,20,23.3,0
322,1018.1,22.4,20.5,19.4,16,83,89,0.6,20,15.7,1
323,1020.6,18.9,17.7,16.9,12.9,75,95,0,10,26.1,1
324,1019.1,20.9,17.2,15.6,16.1,91,85,0.1,30,15.4,1
325,1016.8,21.6,20.5,19.8,18,95,87,0,50,21.4,1
326,1015.9,18.9,17.7,16.9,17.2,95,95,0,60,40,1
327,1020.9,24.7,22.3,20.2,17.3,75,43,9.5,60,20.4,0
328,1018.2,22.2,20.9,18,18.7,81,78,2.2,60,10.3,1
329,1017,22.9,20.6,18.3,16.6,77,78,0.4,60,23.7,1
330,1020.9,17.4,16.6,15.5,13.7,78,89,1,40,22.5,1
331,1025.3,17.5,13.2,11.6,8.4,78,87,3,20,20.5,0
332,1020.1,18.8,15.3,13.4,6.2,80,88,0.5,10,21.6,1
333,1023.4,18.2,14.7,12.3,9.9,79,88,0.4,10,39.3,1
334,1021.2,17.4,15.2,14.1,13.6,84,83,3.3,40,30.6,1
335,1020.8,17.7,16.1,14.6,12.9,79,81,1.1,60,29.8,0
336,1022.3,18,13.7,11.9,3.8,75,74,9.1,20,21.9,0
337,1023.4,16.6,15.8,13.7,11.9,77,77,2.5,70,25.2,0
338,1021.1,17.3,18,16.1,16.1,70,86,3,40,14.8,0
339,1017.9,17.6,17.5,16.1,15.5,86,88,0,70,41.3,1
340,1022.5,19.2,17.7,15.2,12.1,76,86,0.4,20,29,1
341,1019.7,16.7,15.6,14.8,14.8,90,90,0,50,27.3,1
342,1017.7,17.5,16.4,15.6,15.5,93,95,0.3,60,25.9,1
343,1018.7,16.3,15.4,14.4,12.7,79,88,0,10,30.2,1
344,1018.1,23.2,19.6,17.2,15,72,19,8.4,50,9.8,0
345,1016.7,22.3,18.4,16.5,15.5,85,90,1,30,29.8,1
346,1020.8,15.7,13.9,11.8,10.9,86,88,0.1,20,24.8,1
347,1017.1,17.3,16.3,15.3,15.4,90,87,0.1,80,18,1
348,1023.9,17.6,15.2,11.5,13.6,93,88,0.2,40,17.3,1
349,1022.7,15.8,15.2,14,11.4,89,88,0.3,70,39.5,1
350,1016.1,22.9,22,20,19.8,82,81,5.1,60,35.3,1
351,1019.4,17.3,15,14.5,15.6,79,89,0,50,27.1,1
352,1017.8,21.3,19.3,17.8,18.1,81,86,2.2,20,18.2,1
353,1024,21,18.8,17.9,13.9,91,88,0.5,40,12.8,1
354,1016.4,22.3,18.2,17.4,15.5,95,88,0,40,28.4,1
355,1016.7,19.6,18.9,17.2,16.5,83,81,0.6,80,38.3,1
356,1019.4,20.6,18.5,16.5,16.4,75,90,0.1,50,38,1
357,1023.1,20.1,20,17.8,16.9,76,87,2.6,40,20.5,1
358,1022.9,21.3,19,17,12.6,74,61,2.2,70,36,0
359,1021.1,17.6,16.3,15.2,13.9,79,88,0.1,50,39.3,1
360,1019.4,16.8,15.5,15.4,15,96,95,0,50,24.2,1
361,1020.6,18.1,17.3,16.5,14.6,91,88,0,20,33.4,1
362,1016.6,17.2,17.2,16.6,16.4,91,88,0,60,38,1
363,1020.8,18.1,15.2,13.8,12.6,78,91,0.2,30,20.2,1
364,1019.7,17.7,16.1,15.3,12.9,79,88,0,80,38.3,1
365,1016.8,20.4,18.5,17.4,18.2,77,97,0.1,40,43.8,1
1,1016.8,20.5,18.1,17.7,16.9,96,91,0,50,48,1
2,1019.9,16.6,15.5,14.4,12.4,92,100,0,40,37,1
3,1013.5,23.2,18,17.5,16,79,81,0,60,55.5,1
4,1014.9,18.6,17.3,16.9,16.8,95,95,0,20,59.5,1
5,1024.4,11.3,11.4,10.4,8.6,77,88,0,20,39.3,1
6,1021.6,14.3,13.7,11.8,11.1,67,91,0,20,59.5,0
7,1024.1,15.4,13.8,10,11.7,58,67,5.6,60,25.2,1
8,1018.9,15,13.6,12.7,11.2,96,100,0,20,29,1
9,1024.1,15.5,13.5,11.1,11.6,86,78,0.6,20,21.6,1
10,1014.5,16.3,14.7,11.8,11.6,87,100,0,20,29.8,1
11,1027.1,18.5,15.4,13.7,10.1,75,89,0,60,39.5,1
12,1017.7,17,16.6,14.8,15.7,93,100,0,70,30.3,1
13,1016.8,15.8,15.3,14.6,13.3,79,94,0,70,39.5,1
14,1022.4,18.5,16.5,15.3,12.1,76,88,0,50,29.6,1
15,1019.9,20.6,17.2,16.1,15.9,97,99,0,40,20.4,1
